2026-09-24 21:36:49,879 | INFO | sqlalchemy.engine.Engine | select pg_catalog.version()
2026-09-24 22:02:51,984 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:02:52,393 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:02:52,797 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:02:53,204 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:02:53,608 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:02:54,024 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:02:54,432 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:02:54,837 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:02:55,242 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:02:55,658 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:02:56,064 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:02:56,469 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:02:56,870 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:02:57,276 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:02:57,683 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:02:58,086 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:02:58,490 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:02:58,895 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:02:59,312 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:02:59,716 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:00,119 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:00,524 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:00,928 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:01,333 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:01,733 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:02,239 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:02,654 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:03,061 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:03,467 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:03,869 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:04,274 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:04,679 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:05,084 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:05,490 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:05,904 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:06,308 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:06,714 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:07,119 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:07,521 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:07,923 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:08,325 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:08,692 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:09,100 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:09,517 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:09,925 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:10,329 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:10,732 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:11,140 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:11,550 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:11,958 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:12,325 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:12,730 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:13,132 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:13,539 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:13,941 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:14,343 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:14,750 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:15,153 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:15,557 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:16,013 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:16,427 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:16,844 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:17,210 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:17,615 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:18,031 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:18,448 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:18,814 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:19,222 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:19,625 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:20,033 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:20,435 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:20,852 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:21,259 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:21,666 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:22,070 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:22,474 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:22,877 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:23,230 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:23,673 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:24,110 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:24,511 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:24,915 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:25,321 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:26,040 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:26,451 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:26,904 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:27,267 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:27,676 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:28,093 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:28,453 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:28,958 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:29,316 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:29,724 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:30,129 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:30,535 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:30,951 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:31,355 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:31,764 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:32,176 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:32,579 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:32,984 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:33,389 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:33,808 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:34,161 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:34,566 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:34,970 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:35,374 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:35,788 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:36,193 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:36,596 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:36,998 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:37,400 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:37,805 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:38,220 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:38,585 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:38,990 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:39,395 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:39,802 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:40,207 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:40,608 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:41,011 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:41,420 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:41,835 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:42,241 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:42,650 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:43,067 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:43,473 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:43,874 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:44,277 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:44,682 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:45,094 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:45,500 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:45,910 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:46,316 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:46,732 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:47,099 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:47,509 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:47,912 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:48,317 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:48,734 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:49,135 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:49,541 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:49,957 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:50,359 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:50,762 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:51,128 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:51,536 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:51,942 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:52,354 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:52,765 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:53,169 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:53,585 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:53,991 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:54,357 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:54,768 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:55,173 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:55,579 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:55,982 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:56,385 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:56,787 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:57,205 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:57,609 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:58,023 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:58,439 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:58,793 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:59,201 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:03:59,604 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:04:00,009 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:04:00,425 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:04:00,838 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:04:01,248 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:04:01,613 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:04:02,018 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:04:02,423 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:04:02,827 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:04:03,230 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:04:03,634 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:04:04,037 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:04:04,439 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:04:04,952 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:04:05,364 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:04:05,765 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:04:06,172 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:04:06,578 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:04:06,982 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:04:07,387 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:04:07,789 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:04:08,194 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:04:08,549 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:04:08,961 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:04:09,377 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:04:09,793 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:04:10,246 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:04:10,810 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:04:11,165 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:04:11,572 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:04:11,973 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:04:12,375 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:04:12,781 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:04:13,187 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:04:13,590 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:04:13,996 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:04:14,401 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:04:14,808 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:04:15,225 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:04:15,628 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:04:15,987 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:04:16,399 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:04:16,801 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:04:17,205 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:04:17,612 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:04:18,017 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:04:18,425 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:04:18,842 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:04:19,245 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:04:19,649 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:04:20,054 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:04:20,457 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:04:20,824 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:04:21,233 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:04:21,650 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:04:22,061 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:04:22,430 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:04:22,834 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:04:23,237 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:04:23,654 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:04:24,109 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:04:24,472 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:04:24,878 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:04:25,279 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:04:25,688 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:04:26,090 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:04:26,496 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:04:26,902 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:04:27,316 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:04:27,721 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:04:28,127 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:04:28,530 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:04:28,935 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:04:29,351 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:04:29,755 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:04:30,171 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:04:30,530 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:04:30,936 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:04:31,336 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:04:31,740 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:04:32,147 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:04:32,550 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:04:32,955 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:04:33,357 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:04:33,760 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:04:34,171 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:04:34,583 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:04:34,997 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:04:35,405 | INFO | watchfiles.main | 2 changes detected
2026-09-24 22:04:38,031 | INFO | watchfiles.main | 2 changes detected
2026-09-24 22:04:38,823 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:04:40,248 | INFO | watchfiles.main | 5 changes detected
2026-09-24 22:04:43,288 | INFO | sqlalchemy.engine.Engine | select pg_catalog.version()
2026-09-24 22:04:43,288 | INFO | sqlalchemy.engine.Engine | [raw sql] {}
2026-09-24 22:04:43,291 | INFO | sqlalchemy.engine.Engine | select current_schema()
2026-09-24 22:04:43,292 | INFO | sqlalchemy.engine.Engine | [raw sql] {}
2026-09-24 22:04:43,295 | INFO | sqlalchemy.engine.Engine | show standard_conforming_strings
2026-09-24 22:04:43,295 | INFO | sqlalchemy.engine.Engine | [raw sql] {}
2026-09-24 22:04:43,296 | INFO | sqlalchemy.engine.Engine | BEGIN (implicit)
2026-09-24 22:04:43,301 | INFO | sqlalchemy.engine.Engine | SELECT pg_catalog.pg_class.relname 
FROM pg_catalog.pg_class JOIN pg_catalog.pg_namespace ON pg_catalog.pg_namespace.oid = pg_catalog.pg_class.relnamespace 
WHERE pg_catalog.pg_class.relname = %(table_name)s AND pg_catalog.pg_class.relkind = ANY (ARRAY[%(param_1)s, %(param_2)s, %(param_3)s, %(param_4)s, %(param_5)s]) AND pg_catalog.pg_table_is_visible(pg_catalog.pg_class.oid) AND pg_catalog.pg_namespace.nspname != %(nspname_1)s
2026-09-24 22:04:43,302 | INFO | sqlalchemy.engine.Engine | [generated in 0.00056s] {'table_name': 'users', 'param_1': 'r', 'param_2': 'p', 'param_3': 'f', 'param_4': 'v', 'param_5': 'm', 'nspname_1': 'pg_catalog'}
2026-09-24 22:04:43,319 | INFO | sqlalchemy.engine.Engine | SELECT pg_catalog.pg_class.relname 
FROM pg_catalog.pg_class JOIN pg_catalog.pg_namespace ON pg_catalog.pg_namespace.oid = pg_catalog.pg_class.relnamespace 
WHERE pg_catalog.pg_class.relname = %(table_name)s AND pg_catalog.pg_class.relkind = ANY (ARRAY[%(param_1)s, %(param_2)s, %(param_3)s, %(param_4)s, %(param_5)s]) AND pg_catalog.pg_table_is_visible(pg_catalog.pg_class.oid) AND pg_catalog.pg_namespace.nspname != %(nspname_1)s
2026-09-24 22:04:43,320 | INFO | sqlalchemy.engine.Engine | [cached since 0.01866s ago] {'table_name': 'products', 'param_1': 'r', 'param_2': 'p', 'param_3': 'f', 'param_4': 'v', 'param_5': 'm', 'nspname_1': 'pg_catalog'}
2026-09-24 22:04:43,322 | INFO | sqlalchemy.engine.Engine | COMMIT
2026-09-24 22:04:50,088 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:04:51,051 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:04:51,401 | INFO | watchfiles.main | 5 changes detected
2026-09-24 22:04:53,132 | INFO | sqlalchemy.engine.Engine | select pg_catalog.version()
2026-09-24 22:04:53,132 | INFO | sqlalchemy.engine.Engine | [raw sql] {}
2026-09-24 22:04:53,134 | INFO | sqlalchemy.engine.Engine | select current_schema()
2026-09-24 22:04:53,134 | INFO | sqlalchemy.engine.Engine | [raw sql] {}
2026-09-24 22:04:53,135 | INFO | sqlalchemy.engine.Engine | show standard_conforming_strings
2026-09-24 22:04:53,136 | INFO | sqlalchemy.engine.Engine | [raw sql] {}
2026-09-24 22:04:53,137 | INFO | sqlalchemy.engine.Engine | BEGIN (implicit)
2026-09-24 22:04:53,142 | INFO | sqlalchemy.engine.Engine | SELECT pg_catalog.pg_class.relname 
FROM pg_catalog.pg_class JOIN pg_catalog.pg_namespace ON pg_catalog.pg_namespace.oid = pg_catalog.pg_class.relnamespace 
WHERE pg_catalog.pg_class.relname = %(table_name)s AND pg_catalog.pg_class.relkind = ANY (ARRAY[%(param_1)s, %(param_2)s, %(param_3)s, %(param_4)s, %(param_5)s]) AND pg_catalog.pg_table_is_visible(pg_catalog.pg_class.oid) AND pg_catalog.pg_namespace.nspname != %(nspname_1)s
2026-09-24 22:04:53,143 | INFO | sqlalchemy.engine.Engine | [generated in 0.00058s] {'table_name': 'users', 'param_1': 'r', 'param_2': 'p', 'param_3': 'f', 'param_4': 'v', 'param_5': 'm', 'nspname_1': 'pg_catalog'}
2026-09-24 22:04:53,151 | INFO | sqlalchemy.engine.Engine | SELECT pg_catalog.pg_class.relname 
FROM pg_catalog.pg_class JOIN pg_catalog.pg_namespace ON pg_catalog.pg_namespace.oid = pg_catalog.pg_class.relnamespace 
WHERE pg_catalog.pg_class.relname = %(table_name)s AND pg_catalog.pg_class.relkind = ANY (ARRAY[%(param_1)s, %(param_2)s, %(param_3)s, %(param_4)s, %(param_5)s]) AND pg_catalog.pg_table_is_visible(pg_catalog.pg_class.oid) AND pg_catalog.pg_namespace.nspname != %(nspname_1)s
2026-09-24 22:04:53,151 | INFO | sqlalchemy.engine.Engine | [cached since 0.009406s ago] {'table_name': 'products', 'param_1': 'r', 'param_2': 'p', 'param_3': 'f', 'param_4': 'v', 'param_5': 'm', 'nspname_1': 'pg_catalog'}
2026-09-24 22:04:53,153 | INFO | sqlalchemy.engine.Engine | COMMIT
2026-09-24 22:04:54,486 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:04:55,759 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:04:56,167 | INFO | watchfiles.main | 5 changes detected
2026-09-24 22:04:58,270 | INFO | sqlalchemy.engine.Engine | select pg_catalog.version()
2026-09-24 22:04:58,270 | INFO | sqlalchemy.engine.Engine | [raw sql] {}
2026-09-24 22:04:58,272 | INFO | sqlalchemy.engine.Engine | select current_schema()
2026-09-24 22:04:58,272 | INFO | sqlalchemy.engine.Engine | [raw sql] {}
2026-09-24 22:04:58,273 | INFO | sqlalchemy.engine.Engine | show standard_conforming_strings
2026-09-24 22:04:58,274 | INFO | sqlalchemy.engine.Engine | [raw sql] {}
2026-09-24 22:04:58,275 | INFO | sqlalchemy.engine.Engine | BEGIN (implicit)
2026-09-24 22:04:58,280 | INFO | sqlalchemy.engine.Engine | SELECT pg_catalog.pg_class.relname 
FROM pg_catalog.pg_class JOIN pg_catalog.pg_namespace ON pg_catalog.pg_namespace.oid = pg_catalog.pg_class.relnamespace 
WHERE pg_catalog.pg_class.relname = %(table_name)s AND pg_catalog.pg_class.relkind = ANY (ARRAY[%(param_1)s, %(param_2)s, %(param_3)s, %(param_4)s, %(param_5)s]) AND pg_catalog.pg_table_is_visible(pg_catalog.pg_class.oid) AND pg_catalog.pg_namespace.nspname != %(nspname_1)s
2026-09-24 22:04:58,280 | INFO | sqlalchemy.engine.Engine | [generated in 0.00042s] {'table_name': 'users', 'param_1': 'r', 'param_2': 'p', 'param_3': 'f', 'param_4': 'v', 'param_5': 'm', 'nspname_1': 'pg_catalog'}
2026-09-24 22:04:58,290 | INFO | sqlalchemy.engine.Engine | SELECT pg_catalog.pg_class.relname 
FROM pg_catalog.pg_class JOIN pg_catalog.pg_namespace ON pg_catalog.pg_namespace.oid = pg_catalog.pg_class.relnamespace 
WHERE pg_catalog.pg_class.relname = %(table_name)s AND pg_catalog.pg_class.relkind = ANY (ARRAY[%(param_1)s, %(param_2)s, %(param_3)s, %(param_4)s, %(param_5)s]) AND pg_catalog.pg_table_is_visible(pg_catalog.pg_class.oid) AND pg_catalog.pg_namespace.nspname != %(nspname_1)s
2026-09-24 22:04:58,290 | INFO | sqlalchemy.engine.Engine | [cached since 0.01047s ago] {'table_name': 'products', 'param_1': 'r', 'param_2': 'p', 'param_3': 'f', 'param_4': 'v', 'param_5': 'm', 'nspname_1': 'pg_catalog'}
2026-09-24 22:04:58,293 | INFO | sqlalchemy.engine.Engine | COMMIT
2026-09-24 22:05:01,822 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:05:02,797 | INFO | watchfiles.main | 1 change detected
2026-09-24 22:05:03,151 | INFO | watchfiles.main | 5 changes detected
2026-09-24 22:05:04,791 | INFO | sqlalchemy.engine.Engine | select pg_catalog.version()
2026-09-24 22:05:04,791 | INFO | sqlalchemy.engine.Engine | [raw sql] {}
2026-09-24 22:05:04,793 | INFO | sqlalchemy.engine.Engine | select current_schema()
2026-09-24 22:05:04,793 | INFO | sqlalchemy.engine.Engine | [raw sql] {}
2026-09-24 22:05:04,794 | INFO | sqlalchemy.engine.Engine | show standard_conforming_strings
2026-09-24 22:05:04,794 | INFO | sqlalchemy.engine.Engine | [raw sql] {}
2026-09-24 22:05:04,795 | INFO | sqlalchemy.engine.Engine | BEGIN (implicit)
2026-09-24 22:05:04,799 | INFO | sqlalchemy.engine.Engine | SELECT pg_catalog.pg_class.relname 
FROM pg_catalog.pg_class JOIN pg_catalog.pg_namespace ON pg_catalog.pg_namespace.oid = pg_catalog.pg_class.relnamespace 
WHERE pg_catalog.pg_class.relname = %(table_name)s AND pg_catalog.pg_class.relkind = ANY (ARRAY[%(param_1)s, %(param_2)s, %(param_3)s, %(param_4)s, %(param_5)s]) AND pg_catalog.pg_table_is_visible(pg_catalog.pg_class.oid) AND pg_catalog.pg_namespace.nspname != %(nspname_1)s
2026-09-24 22:05:04,799 | INFO | sqlalchemy.engine.Engine | [generated in 0.00045s] {'table_name': 'users', 'param_1': 'r', 'param_2': 'p', 'param_3': 'f', 'param_4': 'v', 'param_5': 'm', 'nspname_1': 'pg_catalog'}
2026-09-24 22:05:04,805 | INFO | sqlalchemy.engine.Engine | SELECT pg_catalog.pg_class.relname 
FROM pg_catalog.pg_class JOIN pg_catalog.pg_namespace ON pg_catalog.pg_namespace.oid = pg_catalog.pg_class.relnamespace 
WHERE pg_catalog.pg_class.relname = %(table_name)s AND pg_catalog.pg_class.relkind = ANY (ARRAY[%(param_1)s, %(param_2)s, %(param_3)s, %(param_4)s, %(param_5)s]) AND pg_catalog.pg_table_is_visible(pg_catalog.pg_class.oid) AND pg_catalog.pg_namespace.nspname != %(nspname_1)s
